fiscal_year,source_file,source_column,canonical_column,disposition
2021,h2b_2021.xlsx,EMERGENCY_FILING_PWD_ATTACHED,,dropped: form attachment flag
2021,h2b_2021.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2021,h2b_2021.xlsx,EMPLOYER_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2021,h2b_2021.xlsx,EMPLOYER_PHONE,,dropped: phone / employer identifier
2021,h2b_2021.xlsx,EMPLOYER_PHONE_EXT,,dropped: phone / employer identifier
2021,h2b_2021.xlsx,EMPLOYER_POC_ADDRESS1,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_ADDRESS2,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_CITY,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_COUNTRY,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_EMAIL,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_FIRST_NAME,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_JOB_TITLE,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_LAST_NAME,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_MIDDLE_NAME,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_PHONE,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_PHONE_EXT,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_POSTAL_CODE,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_PROVINCE,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_POC_STATE,,dropped: employer point-of-contact personal details
2021,h2b_2021.xlsx,EMPLOYER_PROVINCE,,dropped: non-US employer province
2021,h2b_2021.xlsx,EMP_CLIENT_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2021,h2b_2021.xlsx,EMP_PROVIDED_TOOLS_EQUIPMENT,,dropped: H-2 contract / attestation detail
2021,h2b_2021.xlsx,FOREIGN_LABOR_RECRUITER,,dropped: H-2 contract / attestation detail
2021,h2b_2021.xlsx,FRIDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,HOURLY_SCHEDULE_BEGIN,,dropped: hourly work schedule
2021,h2b_2021.xlsx,HOURLY_SCHEDULE_END,,dropped: hourly work schedule
2021,h2b_2021.xlsx,MONDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,NAME_OF_HIGHEST_STATE_COURT,,dropped: attorney bar detail
2021,h2b_2021.xlsx,ON_THE_JOB_TRAINING_AVAILABLE,,dropped: H-2 contract / attestation detail
2021,h2b_2021.xlsx,OTHER_WORKSITE_LOCATION,,dropped: free-text secondary worksite note
2021,h2b_2021.xlsx,OVERTIME_AVAILABLE,,dropped: H-2 contract / attestation detail
2021,h2b_2021.xlsx,PHONE_TO_APPLY,,dropped: job application contact
2021,h2b_2021.xlsx,PREPARER_BUSINESS_NAME,,dropped: form preparer personal details
2021,h2b_2021.xlsx,PREPARER_EMAIL,,dropped: form preparer personal details
2021,h2b_2021.xlsx,PREPARER_FIRST_NAME,,dropped: form preparer personal details
2021,h2b_2021.xlsx,PREPARER_LAST_NAME,,dropped: form preparer personal details
2021,h2b_2021.xlsx,PREPARER_MIDDLE_NAME,,dropped: form preparer personal details
2021,h2b_2021.xlsx,SATURDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,SPECIAL_REQUIREMENTS,,dropped: H-2 job-condition detail
2021,h2b_2021.xlsx,STATE_OF_HIGHEST_COURT,,dropped: attorney bar detail
2021,h2b_2021.xlsx,SUNDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,SUPERVISE_HOW_MANY,,dropped: H-2 job-condition detail
2021,h2b_2021.xlsx,SUPERVISE_OTHER_EMP,,dropped: H-2 job-condition detail
2021,h2b_2021.xlsx,THURSDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,TRAINING_MONTHS,,dropped: H-2 job-condition detail
2021,h2b_2021.xlsx,TUESDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,WEBSITE_TO_APPLY,,dropped: job application contact
2021,h2b_2021.xlsx,WEDNESDAY_HOURS,,dropped: per-weekday hour schedule
2021,h2b_2021.xlsx,WORKSITE_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2022,h2b_2022.xlsx,TYPE_OF_REPRESENTATION,agent_representing_employer,mapped
2022,h2b_2022.xlsx,ANTICIPATED_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2022,h2b_2022.xlsx,,application_type,absent this year
2022,h2b_2022.xlsx,LAWFIRM_NAME_BUSINESS_NAME,attorney_law_firm_name,mapped
2022,h2b_2022.xlsx,CAP_EXEMPT,cap_exempt,mapped
2022,h2b_2022.xlsx,CASE_NUMBER,case_number,mapped
2022,h2b_2022.xlsx,CASE_STATUS,case_status,mapped
2022,h2b_2022.xlsx,,certification_begin_date,absent this year
2022,h2b_2022.xlsx,,certification_end_date,absent this year
2022,h2b_2022.xlsx,DECISION_DATE,decision_date,mapped
2022,h2b_2022.xlsx,EDUCATION_LEVEL,education_level,mapped
2022,h2b_2022.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2022,h2b_2022.xlsx,EMPLOYER_CITY,employer_city,mapped
2022,h2b_2022.xlsx,EMPLOYER_COUNTRY,employer_country,mapped
2022,h2b_2022.xlsx,EMPLOYER_NAME,employer_name,mapped
2022,h2b_2022.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2022,h2b_2022.xlsx,EMPLOYER_STATE,employer_state,mapped
2022,h2b_2022.xlsx,TRADE_NAME_DBA,employer_trade_name,mapped
2022,h2b_2022.xlsx,EMPLOYMENT_BEGIN_DATE,employment_begin_date,mapped
2022,h2b_2022.xlsx,EMPLOYMENT_END_DATE,employment_end_date,mapped
2022,h2b_2022.xlsx,,full_time_position,absent this year
2022,h2b_2022.xlsx,,job_order_number,absent this year
2022,h2b_2022.xlsx,JOB_ORDER_SUBMIT_DATE,job_order_submit_date,mapped
2022,h2b_2022.xlsx,JOB_TITLE,job_title,mapped
2022,h2b_2022.xlsx,MSA_NAME_OES_AREA_TITLE,msa_name,mapped
2022,h2b_2022.xlsx,NAICS_CODE,naics_id,mapped
2022,h2b_2022.xlsx,NATURE_OF_TEMPORARY_NEED,nature_of_temporary_need,mapped
2022,h2b_2022.xlsx,OVERTIME_RATE_FROM,overtime_rate_from,mapped
2022,h2b_2022.xlsx,OVERTIME_RATE_TO,overtime_rate_to,mapped
2022,h2b_2022.xlsx,,prevailing_wage,absent this year
2022,h2b_2022.xlsx,1st_PWD_CASE_NUMBER,prevailing_wage_tracking_number,mapped
2022,h2b_2022.xlsx,,prevailing_wage_unit_of_pay,absent this year
2022,h2b_2022.xlsx,RECEIVED_DATE,received_date,mapped
2022,h2b_2022.xlsx,REQUESTED_BEGIN_DATE,requested_begin_date,mapped
2022,h2b_2022.xlsx,REQUESTED_END_DATE,requested_end_date,mapped
2022,h2b_2022.xlsx,SOC_CODE,soc_id,mapped
2022,h2b_2022.xlsx,SOC_TITLE,soc_title,mapped
2022,h2b_2022.xlsx,SWA_STATE,swa_state,mapped
2022,h2b_2022.xlsx,TYPE_OF_EMPLOYER,type_of_employer,mapped
2022,h2b_2022.xlsx,,visa_class,absent this year
2022,h2b_2022.xlsx,BASIC_WAGE_RATE_FROM,wage_offered_from,mapped
2022,h2b_2022.xlsx,BASIC_WAGE_RATE_TO,wage_offered_to,mapped
2022,h2b_2022.xlsx,PER,wage_unit_of_pay,mapped
2022,h2b_2022.xlsx,WORK_EXPERIENCE_MONTHS,work_experience_months,mapped
2022,h2b_2022.xlsx,TOTAL_WORKERS_CERTIFIED,workers_certified,mapped
2022,h2b_2022.xlsx,TOTAL_WORKERS_REQUESTED,workers_requested,mapped
2022,h2b_2022.xlsx,WORKSITE_ADDRESS1,worksite_address,mapped
2022,h2b_2022.xlsx,WORKSITE_CITY,worksite_city,mapped
2022,h2b_2022.xlsx,WORKSITE_COUNTY,worksite_county,mapped
2022,h2b_2022.xlsx,WORKSITE_POSTAL_CODE,worksite_postal_code,mapped
2022,h2b_2022.xlsx,WORKSITE_STATE,worksite_state,mapped
2022,h2b_2022.xlsx,2nd_PWD_CASE_NUMBER,,dropped: additional prevailing-wage determination
2022,h2b_2022.xlsx,3rd_PWD_CASE_NUMBER,,dropped: additional prevailing-wage determination
2022,h2b_2022.xlsx,ADDITIONAL_WAGE_CONDITIONS,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,APPENDIX_D_COMPLETED,,dropped: form attachment flag
2022,h2b_2022.xlsx,ATTORNEY_AGENT_ADDRESS1,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_ADDRESS2,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_CITY,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_COUNTRY,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_EMAIL_ADDRESS,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_FIRST_NAME,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_LAST_NAME,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_MIDDLE_NAME,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_PHONE,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_PHONE_EXT,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_POSTAL_CODE,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_PROVINCE,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,ATTORNEY_AGENT_STATE,,dropped: attorney/agent personal details
2022,h2b_2022.xlsx,BOARD_LODGING_OTHER_FACILITIES,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,DAILY_TRANSPORTATION,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,DEDUCTIONS_FROM_PAY,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,EMAIL_TO_APPLY,,dropped: job application contact
2022,h2b_2022.xlsx,EMERGENCY_FILING_PWD_ATTACHED,,dropped: form attachment flag
2022,h2b_2022.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2022,h2b_2022.xlsx,EMPLOYER_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2022,h2b_2022.xlsx,EMPLOYER_PHONE,,dropped: phone / employer identifier
2022,h2b_2022.xlsx,EMPLOYER_PHONE_EXT,,dropped: phone / employer identifier
2022,h2b_2022.xlsx,EMPLOYER_POC_ADDRESS1,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_ADDRESS2,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_CITY,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_COUNTRY,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_EMAIL,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_FIRST_NAME,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_JOB_TITLE,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_LAST_NAME,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_MIDDLE_NAME,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_PHONE,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_PHONE_EXT,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_POSTAL_CODE,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_PROVINCE,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_POC_STATE,,dropped: employer point-of-contact personal details
2022,h2b_2022.xlsx,EMPLOYER_PROVINCE,,dropped: non-US employer province
2022,h2b_2022.xlsx,EMP_CLIENT_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2022,h2b_2022.xlsx,EMP_PROVIDED_TOOLS_EQUIPMENT,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,FOREIGN_LABOR_RECRUITER,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,FRIDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,HOURLY_SCHEDULE_BEGIN,,dropped: hourly work schedule
2022,h2b_2022.xlsx,HOURLY_SCHEDULE_END,,dropped: hourly work schedule
2022,h2b_2022.xlsx,MONDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,NAME_OF_HIGHEST_STATE_COURT,,dropped: attorney bar detail
2022,h2b_2022.xlsx,ON_THE_JOB_TRAINING_AVAILABLE,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,OTHER_WORKSITE_LOCATION,,dropped: free-text secondary worksite note
2022,h2b_2022.xlsx,OVERTIME_AVAILABLE,,dropped: H-2 contract / attestation detail
2022,h2b_2022.xlsx,PHONE_TO_APPLY,,dropped: job application contact
2022,h2b_2022.xlsx,PREPARER_BUSINESS_NAME,,dropped: form preparer personal details
2022,h2b_2022.xlsx,PREPARER_EMAIL,,dropped: form preparer personal details
2022,h2b_2022.xlsx,PREPARER_FIRST_NAME,,dropped: form preparer personal details
2022,h2b_2022.xlsx,PREPARER_LAST_NAME,,dropped: form preparer personal details
2022,h2b_2022.xlsx,PREPARER_MIDDLE_NAME,,dropped: form preparer personal details
2022,h2b_2022.xlsx,SATURDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,SPECIAL_REQUIREMENTS,,dropped: H-2 job-condition detail
2022,h2b_2022.xlsx,STATE_OF_HIGHEST_COURT,,dropped: attorney bar detail
2022,h2b_2022.xlsx,SUNDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,SUPERVISE_HOW_MANY,,dropped: H-2 job-condition detail
2022,h2b_2022.xlsx,SUPERVISE_OTHER_EMP,,dropped: H-2 job-condition detail
2022,h2b_2022.xlsx,THURSDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,TRAINING_MONTHS,,dropped: H-2 job-condition detail
2022,h2b_2022.xlsx,TUESDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,WEBSITE_TO_APPLY,,dropped: job application contact
2022,h2b_2022.xlsx,WEDNESDAY_HOURS,,dropped: per-weekday hour schedule
2022,h2b_2022.xlsx,WORKSITE_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2023,h2b_2023.xlsx,TYPE_OF_REPRESENTATION,agent_representing_employer,mapped
2023,h2b_2023.xlsx,ANTICIPATED_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2023,h2b_2023.xlsx,,application_type,absent this year
2023,h2b_2023.xlsx,LAWFIRM_NAME_BUSINESS_NAME,attorney_law_firm_name,mapped
2023,h2b_2023.xlsx,CAP_EXEMPT,cap_exempt,mapped
2023,h2b_2023.xlsx,CASE_NUMBER,case_number,mapped
2023,h2b_2023.xlsx,CASE_STATUS,case_status,mapped
2023,h2b_2023.xlsx,,certification_begin_date,absent this year
2023,h2b_2023.xlsx,,certification_end_date,absent this year
2023,h2b_2023.xlsx,DECISION_DATE,decision_date,mapped
2023,h2b_2023.xlsx,EDUCATION_LEVEL,education_level,mapped
2023,h2b_2023.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2023,h2b_2023.xlsx,EMPLOYER_CITY,employer_city,mapped
2023,h2b_2023.xlsx,EMPLOYER_COUNTRY,employer_country,mapped
2023,h2b_2023.xlsx,EMPLOYER_NAME,employer_name,mapped
2023,h2b_2023.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2023,h2b_2023.xlsx,EMPLOYER_STATE,employer_state,mapped
2023,h2b_2023.xlsx,TRADE_NAME_DBA,employer_trade_name,mapped
2023,h2b_2023.xlsx,EMPLOYMENT_BEGIN_DATE,employment_begin_date,mapped
2023,h2b_2023.xlsx,EMPLOYMENT_END_DATE,employment_end_date,mapped
2023,h2b_2023.xlsx,,full_time_position,absent this year
2023,h2b_2023.xlsx,,job_order_number,absent this year
2023,h2b_2023.xlsx,JOB_ORDER_SUBMIT_DATE,job_order_submit_date,mapped
2023,h2b_2023.xlsx,JOB_TITLE,job_title,mapped
2023,h2b_2023.xlsx,MSA_NAME_OES_AREA_TITLE,msa_name,mapped
2023,h2b_2023.xlsx,NAICS_CODE,naics_id,mapped
2023,h2b_2023.xlsx,NATURE_OF_TEMPORARY_NEED,nature_of_temporary_need,mapped
2023,h2b_2023.xlsx,OVERTIME_RATE_FROM,overtime_rate_from,mapped
2023,h2b_2023.xlsx,OVERTIME_RATE_TO,overtime_rate_to,mapped
2023,h2b_2023.xlsx,,prevailing_wage,absent this year
2023,h2b_2023.xlsx,1st_PWD_CASE_NUMBER,prevailing_wage_tracking_number,mapped
2023,h2b_2023.xlsx,,prevailing_wage_unit_of_pay,absent this year
2023,h2b_2023.xlsx,RECEIVED_DATE,received_date,mapped
2023,h2b_2023.xlsx,REQUESTED_BEGIN_DATE,requested_begin_date,mapped
2023,h2b_2023.xlsx,REQUESTED_END_DATE,requested_end_date,mapped
2023,h2b_2023.xlsx,SOC_CODE,soc_id,mapped
2023,h2b_2023.xlsx,SOC_TITLE,soc_title,mapped
2023,h2b_2023.xlsx,SWA_STATE,swa_state,mapped
2023,h2b_2023.xlsx,TYPE_OF_EMPLOYER,type_of_employer,mapped
2023,h2b_2023.xlsx,,visa_class,absent this year
2023,h2b_2023.xlsx,BASIC_WAGE_RATE_FROM,wage_offered_from,mapped
2023,h2b_2023.xlsx,BASIC_WAGE_RATE_TO,wage_offered_to,mapped
2023,h2b_2023.xlsx,PER,wage_unit_of_pay,mapped
2023,h2b_2023.xlsx,WORK_EXPERIENCE_MONTHS,work_experience_months,mapped
2023,h2b_2023.xlsx,TOTAL_WORKERS_CERTIFIED,workers_certified,mapped
2023,h2b_2023.xlsx,TOTAL_WORKERS_REQUESTED,workers_requested,mapped
2023,h2b_2023.xlsx,WORKSITE_ADDRESS1,worksite_address,mapped
2023,h2b_2023.xlsx,WORKSITE_CITY,worksite_city,mapped
2023,h2b_2023.xlsx,WORKSITE_COUNTY,worksite_county,mapped
2023,h2b_2023.xlsx,WORKSITE_POSTAL_CODE,worksite_postal_code,mapped
2023,h2b_2023.xlsx,WORKSITE_STATE,worksite_state,mapped
2023,h2b_2023.xlsx,2nd_PWD_CASE_NUMBER,,dropped: additional prevailing-wage determination
2023,h2b_2023.xlsx,3rd_PWD_CASE_NUMBER,,dropped: additional prevailing-wage determination
2023,h2b_2023.xlsx,ADDITIONAL_WAGE_CONDITIONS,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,APPENDIX_D_COMPLETED,,dropped: form attachment flag
2023,h2b_2023.xlsx,ATTORNEY_AGENT_ADDRESS1,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_ADDRESS2,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_CITY,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_COUNTRY,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_EMAIL_ADDRESS,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_FIRST_NAME,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_LAST_NAME,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_MIDDLE_NAME,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_PHONE,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_PHONE_EXT,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_POSTAL_CODE,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_PROVINCE,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,ATTORNEY_AGENT_STATE,,dropped: attorney/agent personal details
2023,h2b_2023.xlsx,BOARD_LODGING_OTHER_FACILITIES,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,DAILY_TRANSPORTATION,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,DEDUCTIONS_FROM_PAY,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,EMAIL_TO_APPLY,,dropped: job application contact
2023,h2b_2023.xlsx,EMERGENCY_FILING_PWD_ATTACHED,,dropped: form attachment flag
2023,h2b_2023.xlsx,EMPLOYER_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2023,h2b_2023.xlsx,EMPLOYER_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2023,h2b_2023.xlsx,EMPLOYER_PHONE,,dropped: phone / employer identifier
2023,h2b_2023.xlsx,EMPLOYER_PHONE_EXT,,dropped: phone / employer identifier
2023,h2b_2023.xlsx,EMPLOYER_POC_ADDRESS1,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_ADDRESS2,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_CITY,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_COUNTRY,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_EMAIL,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_FIRST_NAME,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_JOB_TITLE,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_LAST_NAME,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_MIDDLE_NAME,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_PHONE,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_PHONE_EXT,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_POSTAL_CODE,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_PROVINCE,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_POC_STATE,,dropped: employer point-of-contact personal details
2023,h2b_2023.xlsx,EMPLOYER_PROVINCE,,dropped: non-US employer province
2023,h2b_2023.xlsx,EMP_CLIENT_APPENDIX_B_ATTACHED,,dropped: form attachment flag
2023,h2b_2023.xlsx,EMP_PROVIDED_TOOLS_EQUIPMENT,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,FOREIGN_LABOR_RECRUITER,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,FRIDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,HOURLY_SCHEDULE_BEGIN,,dropped: hourly work schedule
2023,h2b_2023.xlsx,HOURLY_SCHEDULE_END,,dropped: hourly work schedule
2023,h2b_2023.xlsx,MONDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,NAME_OF_HIGHEST_STATE_COURT,,dropped: attorney bar detail
2023,h2b_2023.xlsx,ON_THE_JOB_TRAINING_AVAILABLE,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,OTHER_WORKSITE_LOCATION,,dropped: free-text secondary worksite note
2023,h2b_2023.xlsx,OVERTIME_AVAILABLE,,dropped: H-2 contract / attestation detail
2023,h2b_2023.xlsx,PHONE_TO_APPLY,,dropped: job application contact
2023,h2b_2023.xlsx,PREPARER_BUSINESS_NAME,,dropped: form preparer personal details
2023,h2b_2023.xlsx,PREPARER_EMAIL,,dropped: form preparer personal details
2023,h2b_2023.xlsx,PREPARER_FIRST_NAME,,dropped: form preparer personal details
2023,h2b_2023.xlsx,PREPARER_LAST_NAME,,dropped: form preparer personal details
2023,h2b_2023.xlsx,PREPARER_MIDDLE_NAME,,dropped: form preparer personal details
2023,h2b_2023.xlsx,SATURDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,SPECIAL_REQUIREMENTS,,dropped: H-2 job-condition detail
2023,h2b_2023.xlsx,STATE_OF_HIGHEST_COURT,,dropped: attorney bar detail
2023,h2b_2023.xlsx,SUNDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,SUPERVISE_HOW_MANY,,dropped: H-2 job-condition detail
2023,h2b_2023.xlsx,SUPERVISE_OTHER_EMP,,dropped: H-2 job-condition detail
2023,h2b_2023.xlsx,THURSDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,TRAINING_MONTHS,,dropped: H-2 job-condition detail
2023,h2b_2023.xlsx,TUESDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,WEBSITE_TO_APPLY,,dropped: job application contact
2023,h2b_2023.xlsx,WEDNESDAY_HOURS,,dropped: per-weekday hour schedule
2023,h2b_2023.xlsx,WORKSITE_ADDRESS2,,dropped: secondary worksite/wage block (primary worksite only)
2024,h2b_2024.xlsx,TYPE_OF_REPRESENTATION,agent_representing_employer,mapped
2024,h2b_2024.xlsx,ANTICIPATED_NUMBER_OF_HOURS,anticipated_number_of_hours,mapped
2024,h2b_2024.xlsx,,application_type,absent this year
2024,h2b_2024.xlsx,LAWFIRM_NAME_BUSINESS_NAME,attorney_law_firm_name,mapped
2024,h2b_2024.xlsx,CAP_EXEMPT,cap_exempt,mapped
2024,h2b_2024.xlsx,CASE_NUMBER,case_number,mapped
2024,h2b_2024.xlsx,CASE_STATUS,case_status,mapped
2024,h2b_2024.xlsx,,certification_begin_date,absent this year
2024,h2b_2024.xlsx,,certification_end_date,absent this year
2024,h2b_2024.xlsx,DECISION_DATE,decision_date,mapped
2024,h2b_2024.xlsx,EDUCATION_LEVEL,education_level,mapped
2024,h2b_2024.xlsx,EMPLOYER_ADDRESS1,employer_address,mapped
2024,h2b_2024.xlsx,EMPLOYER_CITY,employer_city,mapped
2024,h2b_2024.xlsx,EMPLOYER_COUNTRY,employer_country,mapped
2024,h2b_2024.xlsx,EMPLOYER_NAME,employer_name,mapped
2024,h2b_2024.xlsx,EMPLOYER_POSTAL_CODE,employer_postal_code,mapped
2024,h2b_2024.xlsx,EMPLOYER_STATE,employer_state,mapped
2024,h2b_2024.xlsx,TRADE_NAME_DBA,employer_trade_name,mapped
2024,h2b_2024.xlsx,EMPLOYMENT_BEGIN_DATE,employment_begin_date,mapped
2024,h2b_2024.xlsx,EMPLOYMENT_END_DATE,employment_end_date,mapped
2024,h2b_2024.xlsx,,full_time_position,absent this year
2024,h2b_2024.xlsx,,job_order_number,absent this year
2024,h2b_2024.xlsx,JOB_ORDER_SUBMIT_DATE,job_order_submit_date,mapped
2024,h2b_2024.xlsx,JOB_TITLE,job_title,mapped
2024,h2b_2024.xlsx,MSA_NAME_OES_AREA_TITLE,msa_name,mapped
