CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
84602100,11,846021,3990,3373,03,73163,110,2000,2822,0999,"Outras máquinas para retificar, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm, de comando numérico","Las dem.máqs.herram.p/rectif.met.pr>=0.01mm, c/con.num.","Ot.mach.tools f/gridin.metals, prec>=0.01mm, with num.com"
84602900,11,846029,3990,3373,03,73164,110,2000,2822,0999,"Outras máquinas para retificar, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm","Las dem.máqs.herram.p/rectif.met./cermets, prec>=0.01mm","Ot.mach.tools f/griding/cermets, precision>=0.01mm"
84603100,11,846031,3990,3373,03,73165,110,2000,2822,0999,"Máquinas-ferramentas para afiar metais/ceramais, de comando numérico","Máquinas herram.de afilar met./cermets, c/cont.numérico","Mach.tools f/sharpening/cermets, with num.controlled"
84603900,11,846039,3990,3373,03,73166,110,2000,2822,0999,Outras máquinas-ferramentas para afiar metais/ceramais,Las demás máquinas herram.de afilar metales/cermets,Other machines-tools f/sharpening/cermets
84604011,11,846040,3990,3373,03,73167,110,2000,2822,0999,"Brunidoras para cilindros de diâmetro inferior ou igual a 312 mm, de comando numérico","Bruñidoras p/cilindros de metales, d<=312mm, c/con.numér.","Honning f/cylinders of metals, d<=312mm, with num.control"
84461010,11,844610,3990,3703,03,72451,110,2000,2826,0999,"Teares para tecidos de largura não superior a 30 cm, com mecanismo Jacquard","Telares p/tejido de anch<=30cm, c/mecanismo ""jacquard""","Looms f/fabric of width<=30cm, jacquard mech."
84461090,11,844610,3990,3703,03,72451,110,2000,2826,0999,Outros teares para tecidos de largura não superior a 30 cm,Los demás telares p/tejido de anchura<=30cm,Other looms f/fabric of width<=30cm
84642021,11,846420,3990,3347,03,72811,110,2000,2822,0999,"Máquinas-ferramentas para cerâmica, de polir placas, para pavimentação ou revestimento, com oito ou mais cabeças","Máqs.herram.p/pulir placas, pavim.revestim.de cerámica","Mach.tools f/polish.floor, wall tiles, slabs of ceramic"
84642029,11,846420,3990,3347,03,72811,110,2000,2822,0999,Outras máquinas-ferramentas para esmerilar ou polir cerâmica,Las demás máquinas herram.p/amollar/pulir cerámica,Oth.machines-tools f/grinding or polishing ceramic
84642090,11,846420,3990,3347,03,72811,110,2000,2822,0999,"Máquinas-ferramentas para esmerilar/polir pedra, etc.","Máquinas herram.p/amolar/pulir piedra, etc","Machines-tools f/grinding or polishing stone, etc"
84649011,11,846490,3990,3347,03,72811,110,2000,2822,0999,"Outras máquinas-ferramentas, de comando numérico, para retificar, fresar e perfurar vidro","Las dem.máqs.herram.p/rect.fresar, etc.vidrio, c/con.num.","Ot.mach.tools f/mil.grind.metals, etc.glass, with num.com"
84649019,11,846490,3990,3347,03,72811,110,2000,2822,0999,Outras máquinas-ferramentas para trabalho a frio do vidro,Las demás máquinas herram.p/trab.el vidrio en frío,Other machines tools for cold-working glass
84649090,11,846490,3990,3347,03,72811,110,2000,2822,0999,"Outras-máquinas ferramentas para trabalhar pedra, produtos cerâmicos, concreto, fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro.","Las dem.máquinas herram.p/trab.piedra, cerámica, etc","Other machines-tools f/working tools, ceramics, etc."
84651000,11,846510,3990,3343,03,72812,110,2000,2822,0999,"Máquinas-ferramentas capazes de efetuar diferentes tipos de operações sem troca de ferramentas, para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes","Máqs.herram.p/trab.madera, etc.c/dist.operac.s/cambio","Mach.tools f/working wood, etc.differ.oper.without tool"
84659110,11,846591,3990,3343,03,72812,110,2000,2822,0999,"Máquinas-ferramentas de serrar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes, de fita sem fim","Máqs.herram.de aserrar madera, corcho, etc.de cinta s/fin","Machine-tools f/sawing wood, cork, etc.bandsaws"
85017290,11,850172,,,03,7162,110,,2710,,"Outros geradores fotovoltaicos de corrente contínua, de potência superior a 50 W, não classificados em códigos anteriores","Los demás generadores fotovoltaicos de corriente continua, de potencia superior a 50 W, no incluidos en los códigos anteriores","Other direct current photovoltaic generators, of an output exceeding 50 W, not falling under previous codes"
29394510,10,293945,,,03,54144,240,,2100,,Levometanfetamina e seus sais,Levometanfetamina y sus sales,Levomethine and its salts
44013200,10,440132,,,01,2462,230,,8999,,Briquetes de madeira,Briquetas de madera ,Wood Briquettes 
38249984,10,382499,3990,3639,03,59899,240,2000,2029,1499,Aglutinantes preparados para moldes ou para núcleos de fundição; produtos químicos e preparações das indústrias químicas ou das indústrias conexas que contenham éteres decabromodifenílicos,Aglutinantes preparados para moldes o machos de fundición; productos químicos y preparados de la industria química o afines que contengan éteres de decabromodifenilo,Prepared binders for foundry molds or cores; chemical products and preparations of the chemical or allied industries containing decabromodiphenyl ethers
89033200,11,890332,,,03,79312,313,,3012,,"Barcos a motor, exceto os infláveis, não equipados com motor fora de borda, de comprimento superior a 7,5 m, mas não superior a 24 m","Embarcaciones a motor, excepto las neumáticas, sin motor fuera de borda, de eslora superior a 7,5 m pero inferior a 24 m","Motor boats, other than inflatable, not fitted with outboard motor, of a length of more than 7.5 m but not exceeding 24 m"
36031000,10,360310,,,03,5932,240,,2029,,"Estopins e rastilhos, de segurança",Fusibles de seguridad,Safety fuses
44124900,16,441249,,,03,63432,240,,1621,,"Outras madeiras microlaminadas (microlamelada) colada (LVL), com ambas as camadas exteriores de madeira de coníferas","Otros laminados de madera microlaminada (LVL), con las dos capas exteriores de madera de coníferas","Other laminated (micro-rolled) glued-laminated timber (LVL), with both outer layers of coniferous wood"
28444100,10,284441,,,03,52519,240,,2011,,"Trítio e seus compostos; ligas, dispersões (incluindo os cermets), produtos cerâmicos e misturas que contenham trítio ou seus compostos","Tritio y sus compuestos; aleaciones, dispersiones (incluidos los cermets), productos cerámicos y mezclas que contengan tritio o sus compuestos","Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds"
85491300,10,854913,,,03,77813,230,,2790,,"Desperdícios e resíduos, e sucata, de pilhas, de baterias de pilhas e de acumuladores, elétricos, selecionados por tipo de componente químico e que não contenham chumbo, cádmio ou mercúrio","Residuos y desechos de pilas, baterías y acumuladores eléctricos primarios, clasificados por tipo de componente químico y que no contengan plomo, cadmio o mercurio","Waste and scrap of primary cells, primary batteries and electric accumulators, sorted by chemical component type and not containing lead, cadmium or mercury"
30025100,10,300251,,,03,54164,240,,2100,,Produtos de terapia celular,Productos de terapia celular,Cell therapy products
38273210,10,382732,3990,3639,03,59899,240,2000,2029,1499,Preparações que contenham clorodifluormetano e clorotetrafluoretano,Preparados a base de clorodifluorometano/clorotetrafluoroetano,Prepared based on chlorodifluoromethane/chlorotetrafluoroethane
39072920,10,390729,3733,3733,03,57419,240,2000,2013,1407,"Politetrametilenoeterglicol, em forma primária",Politetrametilenoeterglicol en forma primaria,"Poly(tetramethylene ether glycol), in primary forms"
39072931,10,390729,3733,3733,03,57419,240,2000,2013,1407,"Polietileno glicol 400, em forma primária","Polietilenglicol 400, en forma primaria","Poly(ethylene glycol) 400, in primary forms"
39072939,10,390729,3733,3733,03,57419,240,2000,2013,1407,"Outros polieterpolióis, em formas primárias","Otros polieterpolioles, en formas primarias","Other polyether polyols, in primary forms"
95089019,10,950890,3070,3070,03,8946,110,2000,2829,8099,Outras montanhas-russas,Las demás montañas rusas,Other roller coasters
82071910,10,820719,3265,3265,03,69563,270,3000,2593,2000,Ferramentas de perfuração brocas drill bits,Útiles de perfor.brocas drill bits,Tools of perforation drill bits
82071990,10,820719,3265,3265,03,69563,270,3000,2593,2000,"Outras ferramentas de perfuração ou de sondagem, de metais comuns, inclusive partes",Útiles de perfor.etc.de met.comunes.incl.parte,"Ot.tools of perforat., etc.of base metals, incl.parts"
62012000,11,620120,,,03,84111,321,,1410,,"Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões) e semelhantes, de lã ou de pelos finos, de uso masculino, exceto os artigos da posição 62.03","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de lana o de pelo fino, para hombres o niños, excepto los de la partida 62.03","Men's or boys' overcoats, car coats, capes, cloaks, anoraks, windcheaters, wind-jackets and similar articles, of wool or fine animal hair, other than those of heading 62.03"
62013000,11,620130,,,03,84112,321,,1410,,"Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões) e semelhantes, de algodão, de uso masculino, exceto os artigos da posição 62.03","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de algodón, para hombres o niños, excepto los de la partida 62.03","Men's or boys' overcoats, car coats, capes, cloaks, anoraks, windcheaters, wind-jackets and similar articles, of cotton, other than those of heading 62.03"
62014000,11,620140,,,03,84112,321,,1410,,"Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões) e semelhantes, de fibras sintéticas ou artificiais, de uso masculino, exceto os artigos da posição 62.03","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares de fibras sintéticas o artificiales, para hombres o niños, excepto los de la partida 62.03","Men's or boys' overcoats, car coats, capes, cloaks, anoraks, windcheaters, wind-jackets and similar articles of man-made textile fibers, other than those of heading 62.03"
62019000,11,620190,,,03,84119,321,,1410,,"Sobretudos, japonas, gabões, capas, anoraques, casacos (blusões) e semelhantes, de outras matérias têxteis, de uso masculino, exceto os artigos da posição 62.03","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares de las demás materias textiles, para hombres o niños, excepto los de la partida 62.03","Men's or boys' overcoats, car-coats, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles of other textile materials, other than those of heading 62.03"
62022000,11,620220,,,03,84211,321,,1410,,"Mantôs (Casacos compridos), capas, anoraques, casacos (blusões) e semelhantes, de lã ou de pelos finos, de uso feminino, exceto os artigos da posição 62.04","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de lana o de pelo fino, para mujeres o niñas, excepto los de la partida 62.04","Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles, of wool or fine animal-hair, other than those of heading 62.04"
30049014,10,300490,3338,3338,03,54293,322,1000,2100,1406,"Medicamento contendo Idursulfase, em doses","Medicamento que contenga idursulfasa, en dosis","Medicament containing Idursulfase, in doses"
90189061,11,901890,3500,3500,03,87229,110,4000,3250,2600,Aparelhos para medida da pressão arterial que contenham mercúrio,Dispositivos de medición de la presión arterial que contienen mercurio,Blood pressure measuring devices containing mercury
62023000,11,620230,,,03,84211,321,,1410,,"Mantôs (casacos compridos), capas, anoraques, casacos (blusões) e semelhantes, de algodão, de uso feminino, exceto os artigos da posição 62.04","Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de algodón, para mujeres o niñas, excepto los de la partida 62.04","Women's or girls' overcoats, car-coats, capes, cloaks, anoraks, wind-cheaters, wind-jackets and similar articles, of cotton, other than those of heading 62.04"
90058000,11,900580,3990,3990,03,87115,110,1000,2670,2600,"Lunetas e outros instrumentos de astronomia, suas armações","Catalejos y dem.instrument.de astronomía, sus armazones","Monoculars other astronomy instrumets,its mountings"
90059010,10,900590,3990,3990,03,87119,270,1000,2670,2600,Partes e acessórios de binóculos,Partes y accesorios de binoculares,Parts and accessories of binoculars
90059090,10,900590,3990,3990,03,87119,270,1000,2670,2600,Partes e acessórios de lunetas e outros instrumentos de astronomia,Partes y acces.de catalejos y dem.instrum.de astronomía,Parts and access.of monoculars and oth.astron.instrum.
90061000,11,900610,3990,3353,03,88111,110,1000,2670,2600,Aparelhos fotográficos para preparação de clichês/cilindros de impressão,Cámar.fotogr.util.p/prepar.clisés/cilindros de imprenta,Photogr.cameras f/preparing printing plates/cylinders
90061010,11,900610,3990,3353,03,88111,110,1000,2670,2600,Fotocompositoras a laser para preparação de clichês,Fotocompositoras a laser para preparacao de cliches,Fotocompositoras a laser para preparacao de cliches
85203200,11,852032,3990,3990,03,76339,311,1000,2640,1199,"Aparelhos digitais de gravação/reprodução de som, de fita magnética","Apars.digitales de grabac/repr.de sonido, de cinta magn","Digital of recor.appar./reprod.of sound, of magn.tape"
